,Sample_27_1,Sample_28_1,Sample_29_1,Sample_30_1,Sample_31_1,Sample_33_2,Sample_34_3,Sample_37_2,Sample_38_1,Sample_40_2,Sample_27_2,Sample_28_2,Sample_29_3,Sample_30_2,Sample_31_2,Sample_33_3,Sample_34_5,Sample_37_3,Sample_38_2,Sample_40_3,Sample_27_5,Sample_28_5,Sample_29_5,Sample_30_5,Sample_31_5,Sample_33_5,Sample_34_6,Sample_37_5,Sample_38_5,Sample_40_5,Sample_27_neg,Sample_28_neg,Sample_29_neg,Sample_30_neg,Sample_31_neg,Sample_33_neg,Sample_34_neg,Sample_37_neg,Sample_38_neg,Sample_40_neg,Sample_27_pos,Sample_28_pos,Sample_29_pos,Sample_30_pos,Sample_31_pos,Sample_33_pos,Sample_34_pos,Sample_37_pos,Sample_38_pos,Sample_40_pos
ENAM,-0.219308519,-0.219308519,-0.219308519,-0.219308519,-0.219308519,-0.219308519,-0.203695523,-0.219308519,-0.185028157,-0.185479896,-0.219308519,-0.185456213,-0.219308519,-0.219308519,-0.204571058,-0.219308519,-0.219308519,-0.200627007,-0.202386206,-0.166662211,-0.198389789,-0.179890629,-0.176651811,-0.219308519,-0.219308519,-0.199699004,-0.219308519,-0.219308519,-0.201683924,-0.219308519,-0.219308519,-0.219308519,-0.219308519,-0.219308519,-0.145512496,-0.219308519,-0.190578206,3.514326091,0.26427354,-0.219308519,-0.219308519,-0.219308519,-0.047444082,-0.219308519,5.878482217,-0.219308519,-0.219308519,-0.219308519,-0.219308519,-0.204070052
ENPP5,0.390620258,-0.09636477,0.221726148,0.558006123,-1.341427645,0.053682037,1.476111645,0.580280608,1.014274735,1.147603911,0.472055376,0.155286785,0.463351974,0.759996106,-0.503313319,0.641899284,1.245321598,0.336144725,1.25159535,0.802884883,0.159044926,0.658235761,1.098165377,0.289059871,-0.809866831,0.575919672,0.533555574,0.565791128,0.582997695,0.343605519,0.044096762,-1.859021288,1.154450596,-0.347561526,-1.414586834,-1.276042857,0.539449942,-1.859021288,-1.28613138,-0.390350554,-1.859021288,-0.760616578,-0.916916212,-1.859021288,2.293901992,-0.147262279,-1.859021288,-0.533422455,-0.922636534,-0.367510148
EPSTI1,-0.57516849,-0.120863984,-0.978487315,-0.308898918,-0.355229421,1.772458995,0.83982826,0.249155458,0.64045275,0.074989283,-0.573943603,-0.372512911,-0.252714569,-0.048132853,-0.157340998,-0.054641548,1.075478747,0.045459422,0.45663679,0.02201338,-0.645462963,-0.292784803,-0.549824405,0.607043526,-0.515887902,-0.094937427,-0.075859277,0.030254865,0.21120644,0.132059557,-0.23077009,-0.020872737,-2.307337787,0.859616566,0.631076279,-0.163325583,0.664496562,-2.307337787,0.001267974,0.681758357,-1.495832099,-1.437450501,-0.467397025,-2.307337787,3.406480091,1.577346328,0.860076929,-0.22280588,0.968339344,1.125662757
EREG,-0.897746696,-0.897746696,-0.818368732,-0.836541307,-0.876678071,-0.108839986,1.353049395,-0.38022181,-0.771318396,-0.837766713,-0.897746696,-0.849263213,-0.803548996,-0.539308124,-0.897746696,0.03928401,0.805860876,-0.699404188,-0.331668667,-0.811590509,-0.867552353,-0.841478146,-0.808728575,-0.688248318,-0.86156744,-0.57847041,-0.857442538,-0.840460691,-0.83592669,-0.804670644,0.109469399,1.265322387,0.408093742,1.277075066,-0.066990057,0.292837396,1.352180032,2.67887966,0.086051918,1.761348645,0.774066852,1.149434499,0.270432943,-0.897746696,2.042596828,1.454624729,0.312858259,1.304948683,0.60501423,1.861358501
ETS2,-0.456914068,-0.421912238,-0.172614342,-0.871396381,-1.257410682,-0.325853045,0.647461819,0.467961425,-0.158566561,-0.224322766,-0.241865877,-0.146995412,-0.075727069,-0.587219196,-0.755903906,0.182743044,0.315096651,0.672580117,-0.12793316,-0.194750496,-0.409037114,0.207955426,0.673465906,-0.741243828,-1.146915419,0.000783459,0.297667275,0.547577403,-0.161039031,0.241259061,0.696635421,-1.492090317,1.041485201,0.964863694,0.386592232,-0.864289249,1.012395395,-4.189852246,-0.004047798,1.044898007,0.55146449,0.288228891,0.641995917,1.84768799,-1.168047605,0.616457465,-1.607716881,1.947043542,1.29342909,1.215935768
FAM174B,-0.044430443,0.159248073,0.306197721,0.107867583,-0.517107034,0.159326224,0.396636239,0.590636238,-0.048239309,0.000444044,0.167446222,0.636826324,0.720369532,0.296303813,0.030833437,0.861155357,0.510849944,0.51330663,-0.439215294,0.137495737,0.008429855,1.219615577,1.405045802,0.225178647,0.116235301,0.703335749,0.428672371,0.70474717,-0.021451483,0.394071371,-0.263166515,-2.296815191,-2.296815191,-0.039976277,-0.233287477,0.249581701,0.409930237,-2.296815191,-0.658372179,-0.018219887,-0.509037871,-0.368044985,0.014445135,-2.296815191,3.457176543,0.785859802,-2.296815191,-0.671746645,-0.318504018,-0.082393007
FAM210B,0.405030549,0.383421433,-0.131537699,0.087259382,0.518935381,0.703163466,0.328050411,0.479034171,0.29413127,0.655783188,0.375422002,0.296241386,0.286588817,0.182614445,0.470647738,0.419599858,0.300274161,0.255069783,0.312240853,0.690833118,0.374827972,0.222654302,0.4006507,0.194604925,0.484125717,0.200753852,0.26462941,0.30562968,0.344636615,0.639193543,-0.058445148,-0.137789417,0.482688729,-0.355285648,-0.179664805,-1.466225482,-0.28809246,0.036577383,-0.746447138,0.130823665,-0.709979362,-1.098993061,-0.938194822,-3.749003279,3.081590791,-0.254871039,-3.749003279,-0.812199558,-0.157542031,0.225545532
FBLN1,-0.469525566,0.125306732,0.972954865,-1.019132458,-1.125301767,-0.389867977,-0.34914031,0.864962674,0.737545949,0.415289009,-0.443912344,0.448022782,1.065266208,0.839406242,-0.225601167,-0.331676343,1.107372492,0.601298716,0.426863578,0.453415043,-1.278014064,0.175285891,0.464320372,-1.272356817,-0.767053878,0.087355453,0.617114071,0.276653223,0.869979921,0.456342584,-1.469173477,-0.762391753,-0.482613472,-0.516389219,-0.427299442,-1.332206365,-0.428760367,-3.539677514,-0.517134952,0.102332729,0.931597495,0.213016743,-0.741479328,2.602929755,1.389294297,-0.924105719,1.571109026,1.406816302,-0.470771668,0.061733813
FCGBP,-0.187980723,-0.465891172,-0.492734109,0.27616504,0.11823762,0.97211275,0.69720052,0.231953844,0.996402694,0.409128142,0.343894715,0.304256569,-0.105053599,0.644266635,0.88824989,-0.040473975,0.6012596,0.797031398,0.942477316,0.040909788,-1.047028974,-1.34153615,-1.510561214,-0.388173669,-0.98505161,-0.072519974,-1.146396101,0.014259012,0.865588193,-0.394767098,-0.550984494,-3.112847304,0.262070109,-0.78245284,-0.091411688,-0.333698247,0.875250851,-0.041810017,0.304320813,0.135598426,-0.510860135,-0.734736024,0.050762689,0.725086118,-3.369710762,1.550652065,1.369732574,0.048362582,1.758880035,1.482569894
FES,-0.467793115,-0.389544753,-0.521088599,-0.120008113,-0.077731496,-0.188545343,1.105545282,0.543092061,0.083797803,0.174174841,-0.341405257,-0.078217419,0.098896236,0.221467439,0.012565703,-0.241986893,0.939341918,0.491734823,0.139770198,-0.038539955,-0.253859263,-0.233839315,-0.19911412,-0.133331285,-0.110468095,-0.210739673,0.248858678,0.16881602,0.149522482,0.118152896,-0.038074627,-0.296989931,-2.699245546,0.506149771,0.417230974,-0.966588578,0.624012012,-2.699245546,0.374879453,0.984626883,1.33796593,0.60196524,0.209723705,2.777113782,-2.699245546,0.657985876,-2.699245546,0.656349474,0.967225002,1.09388353
FHL2,-0.341333724,-0.339851917,-0.110103246,0.080463148,0.744763503,-0.864229974,1.14654524,0.289690495,-1.002828778,0.052458754,-0.447644767,0.342605898,0.134761114,0.583744547,0.523417473,0.070388575,1.216771742,-0.201859838,-1.020183292,0.066899384,-1.127553843,0.447314848,0.783989422,-0.712030731,-0.521890243,-0.851565736,-0.178104611,0.245922661,-0.830831383,0.201893925,-1.110772254,0.91417495,0.710186732,-0.390143609,-0.588808615,-1.429930299,0.5410924,3.343199833,-0.933936777,-0.547070991,-0.180029384,0.087934781,-0.992708054,0.86599204,3.001696824,-1.311023822,2.097577074,-0.471757128,-1.343327623,-0.643964722
FMNL1,-1.116380344,-0.575129377,-1.276445923,-0.683199172,-1.044554264,0.014923433,1.021675776,0.201971985,0.093632829,-0.400261154,-0.522754344,-0.390981051,-0.572831378,-0.237889519,-0.68012384,0.016359342,0.747364413,0.363951519,-0.04046735,-0.689142419,-0.739629126,-0.032218567,0.133922219,-0.934656695,-0.985970066,-0.054674186,0.289963679,0.31317889,0.303643664,-0.04157012,0.03133687,-0.080542822,1.310175014,0.457383829,0.346709994,-0.137958076,0.838160932,-3.031491947,0.790219532,1.2905968,-0.121711918,-0.26622968,0.157707514,2.10017504,-3.031491947,0.872944262,1.771934824,1.370863299,1.570853103,1.278656523
FOSL1,-0.814138079,-0.690817639,-0.551804713,0.453986611,0.658008819,0.502113608,1.04007511,-0.103931778,-0.075458838,-0.184285617,0.654358171,0.152674306,-0.175065579,0.415217407,0.465557994,-0.46558055,1.38778253,0.489766064,0.381295161,-0.579910663,-0.676199779,-0.102002945,-1.150437856,0.24297419,-0.391923888,-0.258634773,-0.724693764,-0.276274646,-0.403882124,-0.498617974,-0.228247982,-0.475820962,-2.045048934,0.426945944,-0.625678576,-0.598338634,1.093283364,-2.045048934,0.037644458,0.727170315,2.02209935,0.343434801,0.958864382,3.473303638,-2.045048934,0.366647876,-2.045048934,1.185625897,0.507146838,0.245966258
G0S2,-1.713337936,-0.887121276,-0.526193476,-0.528158648,-0.200146155,-0.974040186,0.571445205,-0.046339105,-0.366857003,-0.622051635,-1.903747448,-0.153927986,-0.647338675,-0.23563792,-0.085360484,-1.1083978,0.130428416,0.412659433,0.004825259,-0.929790462,-1.845927095,-0.795781435,-0.74402891,-0.059406776,-0.399171261,-1.078986201,-1.167575884,-0.272313344,-0.511116834,-1.000955875,0.38744653,1.086261791,1.880765745,1.496282557,0.541223662,0.852272828,0.845592412,-1.953447367,1.064891514,1.445371427,1.079560093,1.42667861,0.624676313,1.525971561,0.396811995,0.336117972,0.945320707,1.693173348,0.976841786,1.032538013
GADD45B,-0.426223121,-1.05420307,-0.942288753,0.010452535,0.320702783,-0.855344156,-0.144727523,-0.312274253,-0.379640229,-0.346766223,0.541044264,-0.417799699,-0.857041051,-0.002867356,0.281737678,-0.587283203,0.315480789,0.436075715,-0.217327604,-0.510627384,-0.654289986,-0.341963584,-0.990911477,0.298815826,-0.307022056,-0.820662906,-0.872199354,-0.030966181,-0.990841015,-0.359134338,1.228172947,-0.273578239,1.058908117,1.569215621,0.259178576,0.127920707,0.905063998,-1.00098679,0.780450573,0.810972712,1.231642223,0.606993598,1.268190195,0.276508244,-4.470637081,1.343483055,0.617662779,1.378640798,1.332353701,1.1679392
GFPT1,0.626705816,0.267193082,0.38498942,0.551082793,0.369800045,0.624730907,0.405023872,0.659182545,0.747780871,0.931545185,0.527275876,0.402739749,0.360197651,0.521249669,0.420347432,0.401978194,0.069709653,0.733028182,0.716633088,0.874460876,0.362921591,0.124863894,0.57828795,0.144089819,0.410192427,0.260491528,0.090124753,0.618773602,0.55822452,0.618074587,0.420702895,-0.628416763,-2.521793778,-0.321702266,-0.408527836,-1.387813771,-0.116684246,-2.521793778,-0.946828318,0.340268309,-1.653917085,-0.652180218,-1.178705039,-2.521793778,2.538520575,-0.131924768,-2.521793778,-0.511068539,-0.079693612,0.443446219
GJB3,-0.338111668,-0.390229447,-0.089245357,0.171133373,-0.166190409,0.146440005,0.634789692,0.280425868,-0.20386845,-0.297485244,-0.194106368,0.192354284,-0.173656949,0.062947131,-0.317240992,0.096780936,0.386038609,-0.054056159,-0.011239375,-0.242414462,-0.06037951,0.367098336,0.535004664,-0.252587506,-0.167768126,-0.17467085,-0.283183681,0.059766112,-0.19982535,-0.0404706,-0.285961058,-0.448894502,-0.448894502,-0.448894502,-0.448894502,-0.448894502,0.114600498,-0.448894502,-0.448894502,-0.352891733,-0.448894502,-0.448894502,0.498347603,-0.448894502,6.612953679,0.238492554,-0.448894502,-0.448894502,-0.401866976,-0.31298905
GNA14,-0.830929012,0.536927156,0.137636534,-0.091940307,-0.210362312,-0.344335115,0.927252723,0.889775426,0.069951327,-0.222768252,-0.628410902,0.601862094,0.501562262,0.012980565,0.363618594,1.155018413,1.268106454,0.694081396,-0.135963235,0.04310553,-0.234771075,0.916686031,0.989526986,-0.007059877,0.08756674,0.498787422,0.858662393,0.613781934,0.217004238,0.557884792,-0.693033125,-1.282974228,-1.282974228,-0.209956663,-0.520188166,-1.282974228,0.710925801,-1.282974228,-1.21863377,-0.767819249,-1.282974228,-1.198291814,0.009548014,-1.282974228,3.021952481,-0.863595134,3.198556486,-1.282974228,-0.926864954,-0.797019238
GOLGA4,0.503715168,0.493185201,0.5226214,0.624599211,0.343838105,0.602004386,0.552078442,0.912416206,0.617429309,0.529108333,0.548301454,0.317243004,0.459402091,0.473536867,0.35313283,0.448553027,0.493563308,1.116166857,0.594832743,0.480329312,0.45290665,0.266000344,0.373537869,0.208358438,0.368102893,0.605295994,0.743012201,0.896494686,0.574002065,0.412629265,0.401774573,-1.320858967,-0.526639815,-1.33538746,-1.682617811,-1.440295756,0.131742174,0.910176469,-2.196383677,-0.850323981,-1.578170901,-1.217851145,-1.189849639,-3.558188051,1.765542176,0.090192999,-1.582083787,-0.339231268,-0.620705425,0.252761631
GYPC,-0.891576486,-0.100698159,0.136183019,-0.850965678,-0.771268259,-0.575199973,0.233884622,-0.090125768,-0.201230957,0.33964983,-0.619534382,-0.133525405,0.157408664,-0.024573019,0.257147442,-0.209731893,0.016668175,0.143194283,-0.290452031,0.273434862,-0.450369709,-0.755465909,-1.030990717,-1.702556368,-0.911862844,0.137535882,0.623373834,-0.257534685,0.010010432,0.176972575,0.065307623,0.800729811,0.281200065,0.652748461,0.923629267,0.143859309,0.394090312,1.947293722,1.077171169,0.672709125,1.893498927,0.245208757,0.606002371,1.392016343,-3.429410235,0.73331589,-3.429410235,0.833073441,0.866221536,0.692942961
HBEGF,0.042024061,-0.423462815,-0.857505295,-0.565744559,-0.22830317,-0.184024557,0.420581817,-0.502784991,-0.26600072,-0.445397463,0.605286126,-0.493144462,-0.607496272,-0.350804122,-0.194872571,-0.281948699,0.619673796,0.294515137,0.064477906,-0.389169458,-0.461994139,-0.857577453,-1.047355219,-0.141624193,-0.341926425,-0.065659422,0.209367523,-0.313093168,-0.367436052,0.032364529,0.733873846,-0.646680006,-0.105495345,1.379119561,-0.196378446,0.19567316,1.186517323,-3.404788333,0.374806158,0.932000188,1.001626562,0.053777337,0.958061565,1.163769135,-3.404788333,1.945949932,0.37945267,1.50947061,1.492675707,1.550391043
HCK,-0.318517055,-0.380787234,-1.181735407,-0.397202425,-1.16722887,0.129147682,0.791090846,0.420854809,0.16266753,-0.190080874,-0.137048855,-0.230704843,-0.445457782,-0.179405069,-0.161787603,-0.326504013,0.720131186,0.592754137,0.08390178,-0.543450704,-0.399436887,-0.613159665,-1.102184276,-1.158656299,-0.945712909,0.176960599,0.265011758,0.157593425,0.292114355,-0.154778564,0.332527817,-0.076178455,1.360063236,1.037677198,0.906160514,0.286548261,0.819080691,-3.34751897,0.714709849,1.233751313,1.028286995,0.536811882,0.549547632,-3.34751897,-0.071198896,1.610205472,-1.05471849,1.082560646,1.471397326,1.169416174
ICAM1,-1.398025066,-0.979732816,-0.415510409,0.497888188,0.633904955,-0.22768666,0.351660008,0.140622779,0.158294384,-0.328356317,-0.818420102,0.134727574,-0.301998989,0.521694218,0.450487809,-0.284055248,0.54523673,0.912667197,0.908502685,-0.63215408,-1.026726033,-0.912764074,-1.580346995,-0.908264001,-1.524311185,-0.441659427,-0.801229049,-0.708998288,-0.491116742,-0.876683588,0.852492557,-0.10696825,-0.136054932,0.380671052,-0.703794432,-0.260523725,1.208254782,1.762357632,0.063389701,0.717160327,2.166861176,0.156302998,0.866874945,-3.207806086,-0.643706156,1.178433214,1.848615249,1.524191539,0.834065065,0.901535889
IER2,-1.120066603,-0.73552826,-0.593440219,-0.258154257,-0.426332849,-0.543947791,-0.716791119,-0.139748486,-0.499947764,-0.48232778,-0.88209705,-0.487269709,-0.639318362,-0.165297461,-0.579720387,-0.649284341,0.004068021,0.311233224,-0.39905095,-0.379282137,-0.828913429,-0.311177508,-1.142881113,1.048613106,-0.275899089,-0.525393703,0.008532534,0.279259984,-0.651885381,-0.004687912,0.854661519,-0.033586856,0.768396112,0.904061276,0.500052522,0.684476331,1.278223187,-0.393806913,0.792375189,1.270200717,0.727771791,0.6045796,1.091808939,1.004674741,-4.548532065,1.188912589,1.109248255,1.243447345,1.267707678,1.47206483
IFI44L,0.730435881,0.813475572,-1.237516075,0.202735161,0.219032448,2.116357453,0.305107361,0.049155224,0.96909192,-0.653307825,0.998458795,-0.196931971,-0.356061272,0.057230015,-0.492750308,0.357394242,1.003862236,0.130981352,0.627466107,-0.602860602,0.659080788,-0.36579272,-0.479730368,1.347315281,-0.293975689,0.380368968,-0.048400529,0.019325586,0.655999225,-0.161152396,-0.007454568,-1.702485582,-2.513981453,0.091147746,-0.708813757,-0.657688475,0.132660045,0.997304211,-1.068491887,-0.652281527,-2.366302999,-0.904861819,-1.558418888,2.389718441,2.008623364,1.104564564,-0.979607869,-0.302809364,0.060123134,-0.115337179
IFITM2,-0.694437449,0.210097177,-0.290168248,0.425715365,-0.376573014,-0.306441297,0.33537429,0.266782657,-0.385177223,-0.181401841,-0.620234071,0.113590155,0.094293873,0.660387965,-0.085985238,-0.345192962,0.268488384,0.214043419,-0.212896275,-0.19268118,-0.365703532,0.305040045,-0.403326093,0.333268094,-0.770370137,-0.074652355,-0.048026166,-0.062343805,-0.379989227,-0.022833034,-0.335613133,1.473656335,1.553774966,1.075627413,0.305714435,0.937935378,0.465647055,0.295864248,0.939290526,1.367163408,0.444348494,1.546424435,-0.303916958,-3.185811211,-3.185811211,0.016757936,-3.185811211,1.231871046,0.488121988,0.646117785
IKZF3,-0.673106382,-0.405507616,-0.65539249,-0.769794956,-0.791247352,-0.286998532,0.574722994,0.071307381,-0.247159987,-0.074749899,-0.632872822,-0.584713831,-0.498440452,-0.484484942,-0.551458734,-0.268179317,0.312000566,-0.302859377,-0.203609744,-0.479547536,-0.639297724,-0.28295126,0.125435798,-0.695850348,-0.656021311,-0.290090078,0.009590626,-0.11809089,0.050288274,-0.285657213,-0.42486912,1.385909357,-0.84144764,-0.432905356,0.207496933,-0.440002771,0.095534575,-0.84144764,2.05143884,1.913300353,-0.84144764,-0.167264041,0.90436216,3.059159321,3.979552262,-0.718225312,-0.84144764,-0.329082048,1.579465075,0.436657485
IL18,-0.529344761,-0.319476604,-1.265264213,-0.487185349,-1.32680814,0.050558504,0.458323989,0.467865272,0.058524677,-0.045204741,-0.530621009,-0.492044335,-0.53196094,-0.287416899,-0.044741919,0.057681085,0.539013595,0.336736451,-0.057424471,-0.310385852,-0.343879164,-0.593501602,-0.686351939,-0.816208935,-0.742505877,0.294121141,0.839709188,0.106515389,0.332782677,0.150640124,0.073555543,-2.354059213,-0.033199235,1.03433204,1.175539185,-0.401442195,0.765866174,-2.914264469,0.554307966,0.694156924,1.773914679,-0.137960536,0.843175436,1.608566662,-2.914264469,1.183889482,1.281675357,1.078205585,1.222627439,1.183232302
IL1A,-1.021358616,-0.771524563,-0.976234142,-0.463634374,-0.672110762,-0.727143817,-0.460605084,-0.500100549,-0.29366107,-0.642310122,-0.531618457,-0.573079272,-1.040547722,-0.487277685,-0.49382055,-0.902834157,-0.36228561,0.272161817,0.03383254,-0.76680971,-1.004909618,-0.871972698,-1.059073615,-0.472853531,-1.158334982,-0.396225999,-0.749393239,-0.032623786,-0.248992537,-0.679034381,1.391996855,-0.152343934,1.159641064,1.468727933,0.002326124,0.141389842,1.413763914,-1.404943504,0.985247162,1.013812715,1.900174706,0.680230201,1.456589268,1.885429815,-1.404943504,1.207390784,1.649442443,1.750882508,1.692536976,1.217024924
IL1B,-1.159025032,-1.076586366,-1.180117315,-0.687996871,-0.74191716,-0.369667993,-0.02093472,-0.358772804,-0.275285336,-0.831966939,-0.334136349,-0.68108969,-1.132641133,-0.65298228,-0.755211159,-0.979752077,-0.175758508,0.454729794,0.005335813,-0.931468865,-1.08747906,-0.796839174,-1.504854413,-0.285831202,-1.228469089,-0.395877956,-0.751928716,0.167226733,-0.340764901,-0.447597048,1.240570719,0.38426721,0.746818648,1.376441219,0.387603223,0.523645522,1.406055356,-2.137383474,0.992633844,1.198216242,1.682425333,0.791990779,1.415544645,1.247399937,-0.039595764,1.526669182,1.466921388,1.622067458,1.436703306,1.288665047
IL1R1,0.267351598,0.222474346,-0.342318983,-0.116077763,-0.41228832,0.311280706,2.129011273,1.103447862,0.065225819,0.302923772,1.201610784,0.558835635,0.100166065,0.650538002,0.450311611,0.684171382,1.436876422,0.669411274,0.731085213,0.093216728,-0.521141424,0.14426844,-0.132399922,-0.745653615,-0.33121127,0.779017513,0.492480199,0.152630761,-0.115607405,0.141938681,-0.515611733,-1.657845861,-1.657845861,0.038121806,-0.466936538,-1.351223124,1.111756896,-1.657845861,-0.631892009,0.43544445,-1.657845861,-0.356715007,-1.083024561,-1.657845861,3.4319346,-0.843283926,-1.657845861,0.409046328,-0.442510619,0.240393222
IL1R2,-0.898659711,-0.330050588,-0.729059832,-0.971137663,-0.635220716,-0.408594633,0.696725874,0.535536513,-0.131081399,-0.601791644,-1.120954362,-0.09942358,-0.611872923,0.047146343,-0.098631796,-1.194742082,0.420251765,0.397649967,0.395712069,-0.382274843,-1.290520468,-0.365684055,-0.740174907,-1.439001839,-1.395515896,-1.086341703,-0.252799243,-0.270382249,-0.313677361,-0.472728999,0.179683765,1.367324902,1.28686109,1.475301071,0.363452981,0.346152627,0.969551812,1.937514051,1.127751406,2.133574499,0.426848266,1.762620564,-0.454190763,-1.871794712,-1.871794712,0.203341338,-0.18868541,1.793701826,0.981516236,1.378569124
IL1RN,-1.248744775,-1.1095387,-0.571926545,-0.703043977,-0.426016955,0.00293195,0.419071395,-0.658739265,-0.148962383,-0.580372697,-1.191227988,-0.825478193,-0.864668597,-0.00353008,-0.257459751,-1.157278831,0.307728675,0.096271034,0.054365959,-0.616393663,-1.125143839,-0.851366642,-1.25260963,-1.205842193,-1.04157678,-1.171733291,-1.039716231,-0.15161782,-0.486199832,-1.040843672,0.981399119,0.848611806,0.354031254,1.608756931,0.081743111,0.62611649,1.185008595,-1.489941,1.003046246,1.25142194,1.656103567,1.044906747,1.177652913,1.981572633,0.603365459,1.738549934,-0.033137268,1.645392196,1.406694201,1.178368443
IL31RA,-0.113004131,-0.291281574,-0.270281747,-0.315903138,-0.322516266,0.123430616,0.236864231,-0.250360742,-0.278129938,-0.128289471,-0.274820954,-0.098032948,-0.169256116,-0.302046685,-0.227576656,0.755859355,0.023406369,-0.19597443,-0.33636915,-0.102865111,-0.331719017,-0.332866121,-0.282772087,-0.356111715,-0.336472715,-0.017991375,-0.251864561,-0.265194431,-0.315488614,-0.311368879,-0.253630516,-0.356111715,3.657535433,-0.356111715,-0.341237135,-0.356111715,-0.215109975,-0.356111715,-0.276041115,-0.034532993,-0.356111715,-0.356111715,0.211523162,-0.356111715,5.591068565,0.578507707,-0.356111715,-0.356111715,-0.223843915,-0.150235783
IL6,-1.131188002,-1.159960337,-0.819247691,-0.739586292,-0.734271365,-0.530008642,0.446945635,-0.151112969,-0.149431652,-0.366293848,-1.186062017,-0.652157453,-0.878177952,-0.747950889,-0.474305629,-0.999842273,0.486930138,0.385897765,0.848196653,-0.652239904,-1.088907821,-0.980325979,-1.201163489,-0.491614797,-1.196240611,-0.750895813,-1.127121859,-0.361228752,-0.75015496,-0.762049447,0.434144207,0.014070104,1.369687408,1.010308362,-0.305629847,-0.143403675,1.008059637,-1.35898727,1.091683226,0.936866937,1.003761946,0.536718491,1.472919,1.310635398,2.449597304,1.437671455,1.823280975,1.339271797,1.449193032,1.033721765
IRAK2,-1.505408714,-0.527745923,-0.500141016,-0.241649466,0.594969943,0.178780607,0.352383984,-0.273618339,0.070502606,-0.246130166,-1.140714755,-0.3737912,-0.480622562,-0.241490645,0.330108872,-0.017601235,0.648088813,0.373976589,0.467676401,-0.607448299,-0.989351035,-0.538346282,-0.445028649,-0.748731798,-0.232650692,0.458076475,0.083315495,-0.088177583,-0.225147163,-0.428507797,1.223824186,-2.479360093,0.962858473,0.7366644,-0.299295287,0.629794042,1.494043007,-2.479360093,0.254740951,0.081829841,1.479788312,-0.431157248,1.698855824,1.344675543,-2.479360093,1.476329627,-0.548250918,2.096576797,1.336380077,0.194846188
ITGA9,-0.196439037,-0.689625866,-0.023252596,-0.517058036,-0.912594245,0.072340962,0.642022478,0.404352691,-0.264054136,0.281304514,-0.055852805,-0.32027551,0.287062584,-0.478691802,-0.683768491,-0.051685939,0.411990348,0.089350688,-0.486553468,0.476173499,-0.407811813,-0.059126598,0.69177554,-0.893954245,-0.667136736,-0.373460436,0.143822229,0.127500202,-0.425367703,0.131869882,0.171742404,-1.58392771,-1.58392771,-0.31390536,-0.555253012,-0.856764814,0.597520541,1.624579416,-1.093538876,0.233366959,-0.473617531,-0.93231833,0.018600732,-1.58392771,4.14177738,1.433706618,2.913233541,0.267828886,0.36120794,0.960760479
ITGB6,-0.153226967,-0.107227445,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.031375999,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.115234232,-0.108027552,-0.11225845,-0.10989288,-0.102654515,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.050662303,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,-0.153226967,6.927196446,-0.097698347,-0.153226967,-0.153226967,-0.153226967,-0.116313011
ITPRIP,-0.93489116,-1.017678181,-1.045879496,0.423004447,-0.257329528,-0.204773572,1.043052729,-0.291999029,-0.254759636,-0.361539624,-0.679809222,-0.693677949,-0.546181613,0.359423589,-0.469597111,-0.663373708,1.011573887,0.098459908,-0.108937219,-0.408341059,-1.177504956,-1.136305879,-1.139252907,0.409456954,-1.188728475,-0.667557815,-0.265969369,-0.372623138,-0.418640843,-0.387250492,0.708192346,-0.99130638,-0.909351814,0.628945331,-0.068838128,-0.233612378,1.364876289,2.456269843,0.35493923,1.293717884,0.81939235,0.256883316,0.908313039,0.621906638,-3.038583484,1.200542233,1.099080871,2.10091192,1.421549124,1.353802238
KCNS3,-0.605345213,1.157383633,1.44504373,-0.664972057,-1.579670313,0.503926543,0.370795313,0.206683724,-0.137282812,0.647046219,-0.805484285,1.197561913,0.63180795,-0.195184853,-0.468558416,0.459706472,-0.058519798,0.572100575,-0.467014889,1.044194543,-0.704791108,0.550179879,0.604055307,-0.854042068,-0.722478461,0.923762695,0.284725487,0.358892168,-0.106278714,0.925170973,-0.394302063,-0.202980821,-1.865188467,0.439894864,0.013554048,0.259163222,-0.265349254,-1.865188467,-1.031512634,0.825822361,-1.865188467,1.010775222,-0.148067824,-1.865188467,3.306568728,0.523779137,-1.865188467,0.181220824,-0.33483351,0.628795896
